response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
31492,CES201911,2324,paperclip,foto ophangen aan een touw,foto ophangen touw,photo hanging rope,2,4
29106,CES201911,2221,paperclip,fotolijst decoreren ,fotolijst decoreren,decorate photo frame,2,4
24854,CES201911,2026,paperclip,als fotostandaard gebruiken,fotostandaard,photo stand,2,3
32053,CES201911,2353,paperclip,om mee te friemelen tijdens het bellen,friemelen tijdens bellen,fidgeting while on phone,4,5
31638,CES201911,2332,paperclip,een fruitsnijder,fruitsnijder,fruit cutter,4,3
28952,CES201911,2208,paperclip,gaatje maken,gaatje,hole,2,5
31954,CES201911,2348,paperclip,eem gaatje in iets maken,gaatje,hole,2,5
29883,CES201911,2262,paperclip,gaatje ergens in maken,gaatje ergens,hole somewhere,2,5
24090,CES201911,2001,paperclip,een gaatje maken voor een piercing,gaatje piercing,hole piercing,2,5
26957,CES201911,2132,paperclip,om een gaatje te prikken,gaatje prikken,poke hole,2,5
30645,CES201911,2292,paperclip,gaatje prikken,gaatje prikken,poke hole,2,5
31737,CES201911,2330,paperclip,om een gaatje te prikken in iets,gaatje prikken,poke hole,2,5
27536,CES201911,2162,paperclip,gaatjes maken,gaatjes,holes,2,5
27551,CES201911,2163,paperclip,gaatjes mee maken,gaatjes,holes,2,5
32253,CES201911,2360,paperclip,gaatjes maken,gaatjes,holes,2,5
28365,CES201911,2189,paperclip,gaatjes ergens in maken,gaatjes ergens,holes somewhere,2,5
24096,CES201911,2002,paperclip,gaatjes ergens in prikken,gaatjes ergens prikken,poke holes somewhere,2,5
31797,CES201911,2331,paperclip,gaatjes ergens in prikken,gaatjes ergens prikken,poke holes somewhere,2,5
29808,CES201911,2261,paperclip,gaatjes maker,gaatjes maker,hole maker,2,5
27221,CES201911,2146,paperclip,gaatjes maker voor papier,gaatjes maker papier,hole maker paper,2,5
30490.1,CES201911,2287,paperclip,gaatjes maker riem,gaatjes maker riem,hole maker belt,2,4
32324,CES201911,2365,paperclip,gaatjes in oren mee prikken,gaatjes oren prikken,pierce ears,2,5
27667,CES201911,2167,paperclip,gaatjes in papier maken,gaatjes papier,holes in paper,2,5
28025,CES201911,2178,paperclip,gaatjes maken in papier,gaatjes papier,holes in paper,2,5
32123,CES201911,2356,paperclip,gaatjes maken in papier,gaatjes papier,holes in paper,2,5
32240,CES201911,2362,paperclip,gaatjes maken in papier,gaatjes papier,holes in paper,2,5
30846,CES201911,2307,paperclip,om gaatjes mee te prikken,gaatjes prikken,poke holes,2,5
32430,CES201911,2371,paperclip,gaatjes prikken,gaatjes prikken,poke holes,2,5
30460,CES201911,2284,paperclip,gaatjes prikker,gaatjes prikker,hole picker,2,5
31643,CES201911,2332,paperclip,een gaatjesmaker/perfirator,gaatjesmaker perforator,hole puncher hole puncher,2,5
24604,CES201911,2021,paperclip,gaatjesprikker,gaatjesprikker,hole picker,2,5
29030,CES201911,2242,paperclip,een gat in iets maken,gat,hole,2,5
28651,CES201911,2197,paperclip,een gat ergens in prikken,gat ergens prikken,poke hole somewhere,2,5
32469,CES201911,2373,paperclip,gat in etui dichthouden,gat etui dichthouden,keep hole in case closed,2,5
29884,CES201911,2262,paperclip,gat in kledingstuk dichthouden (van binnen),gat kledingstuk dichthouden,keep hole in garment closed,2,5
31190,CES201911,2317,paperclip,gaten maken,gaten,holes,2,5
28647,CES201911,2196,paperclip,gaten mee prikken,gaten prikken,poke holes,2,5
25207,CES201911,2049,paperclip,gaten prikken in papier,gaten prikken papier,holes in paper,2,5
31355,CES201911,2321,paperclip,gatenmaker,gatenmaker,hole maker,2,5
24546,CES201911,2020,paperclip,gebruie,gebruien,use,1,5
23678,CES201911,1988,paperclip,gedfzhgx,gedfzhgx,gedfzhgx,0,0
29011,CES201911,2213,paperclip,geimproviseerde vork,ge mproviseerde vork,improvised fork,3,3
26073,CES201911,2087,paperclip,gekleurde paperclips als decoratie,gekleurde paperclips decoratie,colored paperclips decoration,3,3
29041,CES201911,2215,paperclip,geleiden,geleiden,conduct,2,4
25148,CES201911,2046,paperclip,geleider,geleider,conductor,2,4
27447,CES201911,2156,paperclip,geleider,geleider,conductor,2,4
28965,CES201911,2209,paperclip,geleider,geleider,conductor,2,4
27255,CES201911,2149,paperclip,geluk,geluk,luck,0,0
28881,CES201911,2205,paperclip,Gereedschap,gereedschap,tools,3,3
28948,CES201911,2208,paperclip,ggebruiken als gereedschap,gereedschap,tools,3,3
31975,CES201911,2349,paperclip,gereedschap,gereedschap,tools,3,3
31073,CES201911,2313,paperclip,getting something out of a whole,getting something out a whole,getting something out of whole,3,4
25429,CES201911,2061,paperclip,gewichtjes voor hamsters,gewichtjes hamsters,hamster weights,5,2
30686,CES201911,2295,paperclip,gezichtjes als je er veel ehbt,gezichtjes hebt,have faces,3,4
26119,CES201911,2093,paperclip,glue,glue,glue,0,0
24563,CES201911,2020,paperclip,ermee gooien,gooien,throw,1,5
28939,CES201911,2208,paperclip,gooien,gooien,throw,1,5
28980,CES201911,2210,paperclip,mee gooien,gooien,throw,1,5
29914,CES201911,2263,paperclip,gooien,gooien,throw,1,5
32254,CES201911,2360,paperclip,gooien,gooien,throw,1,5
29993,CES201911,2267,paperclip,gordijnen dichthouden,gordijnen dichthouden,keep curtains closed,2,4
29013,CES201911,2213,paperclip,grijphaak,grijphaak,grappling hook,2,2
28624,CES201911,2195,paperclip,grijs spul van loterij of iets open krassen ,grijs spul loterij open krassen,gray stuff lottery open scratch,3,4
24438,CES201911,2015,paperclip,grip krijgen,grip krijgen,get grip,2,3
30004,CES201911,2266,paperclip,als hij groot is: een tablet houder,groot : tablet houder,large: tablet holder,3,4
24104,CES201911,2002,paperclip,een grote slinger maken,grote slinger,big pendulum,3,4
23677,CES201911,1988,paperclip,gsfhvgrsf,gsfhvgrsf,gsfhvgrsf,0,0
30568,CES201911,2291,paperclip,gulp mee maken ,gulp,fly,3,4
31792,CES201911,2331,paperclip,je gulp dichthouden,gulp dichthouden,keep fly closed,3,4
32495,CES201911,2374,paperclip,gulp dichtzetten,gulp dichtzetten,close fly,3,4
27745,CES201911,2171,paperclip,haak ,haak,hook,3,4
31354,CES201911,2321,paperclip,als haak gebruiken voor dingen,haak dingen,crochet things,3,4
31790,CES201911,2331,paperclip,een haak maken en dingen vissen,haak dingen vissen,hook things fishing,3,4
24166,CES201911,2004,paperclip,als haak gebruiken om iets ergens uit te krijgen,haak ergens krijgen,get hook somewhere,3,4
28773,CES201911,2200,paperclip,als haak gebruiken om te vissen,haak vissen,hook fishing,3,4
26055,CES201911,2088,paperclip,om als haakje te gebruiken,haakje,hook,3,4
28966,CES201911,2209,paperclip,als haakje gebruiken,haakje,hook,3,4
30154,CES201911,2271,paperclip,als haakje gebruiken,haakje,hook,3,4
31207,CES201911,2318,paperclip,haakje mee maken,haakje,hook,3,4
31509,CES201911,2327,paperclip,haakje,haakje,hook,3,4
31796,CES201911,2331,paperclip,een haakje maken en dingen ophangen,haakje dingen ophangen,hang things on hook,3,4
24105,CES201911,2002,paperclip,een haakje van maken om iets op te hangen,haakje hangen,hang hook,3,4
29090,CES201911,2217,paperclip,als haakje gebruiken op een kapstok,haakje kapstok,hook coat rack,3,4
28961,CES201911,2209,paperclip,twee haakjes in je kast een maken,haakjes kast,brackets cupboard,3,4
26942,CES201911,2130,paperclip,in je haar ,haar,hair,3,5
27888,CES201911,2174,paperclip,in je haar doen,haar,hair,3,5
29478,CES201911,2243,paperclip,haar,haar,hair,3,5
29607,CES201911,2246,paperclip,In je haar ,haar,hair,3,5
29681,CES201911,2255,paperclip,in je haar doen ,haar,hair,3,5
30577,CES201911,2289,paperclip,voor haar,haar,hair,3,5
29088,CES201911,2217,paperclip,gebruiken om je haar mee naar achter te doen,haar achter,hair behind,3,5
28877,CES201911,2205,paperclip,Haar attribuut,haar attribuut,hair attribute,3,5
28642,CES201911,2196,paperclip,"gebruiken voor je haar als ""bobby pin""",haar bobby pin,hair bobby pin,3,4
27219,CES201911,2146,paperclip,haar clip,haar clip,hair clip,3,5
29878,CES201911,2262,paperclip,als haar clip,haar clip,hair clip,3,5
24996,CES201911,2034,paperclip,haar clipje van maken,haar clipje,hair clip,3,5
25145,CES201911,2046,paperclip,haar clipje,haar clipje,hair clip,3,5
27158,CES201911,2140,paperclip,haar clipje,haar clipje,hair clip,3,5
27443,CES201911,2156,paperclip,haar elastiek,haar elastiek,hair elastic,3,4
28778,CES201911,2201,paperclip,haar bij elkaar te houden,haar elkaar houden,hold hair together,3,5
29913,CES201911,2263,paperclip,haar bij elkaar houden,haar elkaar houden,hold hair together,3,5
31949,CES201911,2348,paperclip,je haar bij elkaar houden,haar elkaar houden,hold hair together,3,5
31828,CES201911,2339,paperclip,haar klip ,haar klip,hair clip,3,5
30675,CES201911,2295,paperclip,je haar opsteken,haar opsteken,put hair up,3,5
31838,CES201911,2339,paperclip,haar in pipi lankausstijl,haar pippi langkous stijl,hair pippi longstocking style,3,5
26956,CES201911,2132,paperclip,haar samen te binden,haar samen binden,tie hair together,3,5
28650,CES201911,2197,paperclip,gebruiken als haar speld,haar speld,Bobby pin,3,5
28355,CES201911,2189,paperclip,haar speltje,haar speldje,hair pin,3,5
28922,CES201911,2207,paperclip,in je haar als speldje,haar speldje,hair pin,3,5
30941,CES201911,2305,paperclip,haar speltje,haar speldje,hair pin,3,5
32126,CES201911,2356,paperclip,je haar in een staart doen door hem eerst om te buiten en dan om je haar te wikkelen,haar staart eerst buiten haar wikkelen,wrapping hair tail outside hair first,3,5
25026,CES201911,2037,paperclip,om in je haar te steken,haar steken,stab hair,3,5
25100,CES201911,2043,paperclip,haarstijltang,haar stijltang,hair hair straightener,3,5
28304,CES201911,2187,paperclip,je haar mee vast maken ,haar vast,hold hair,3,5
29312,CES201911,2228,paperclip,haar mee vast maken,haar vast,hold hair,3,5
29348,CES201911,2230,paperclip,haar vast maken,haar vast,hold hair,3,5
30637,CES201911,2292,paperclip,haar vast maken,haar vast,hold hair,3,5
31321,CES201911,2320,paperclip,om je haar mee vast te maken,haar vast,hold hair,3,5
31602,CES201911,2329,paperclip,haar mee vast spelden,haar vast spelden,pin hair down,3,5
32125,CES201911,2356,paperclip,je haar vast spelden,haar vast spelden,pin hair down,3,5
29325,CES201911,2228,paperclip,je haar mee vast zetten,haar vast zetten,pin hair down,3,5
31138,CES201911,2316,paperclip,haar vastbinden,haar vastbinden,tie hair up,3,5
28605,CES201911,2194,paperclip,haar vastdoen,haar vastdoen,tie hair up,3,5
27666,CES201911,2167,paperclip,haar vastmaken,haar vastmaken,tie hair up,3,5
32491,CES201911,2374,paperclip,haar vastmaken,haar vastmaken,tie hair up,3,5
25197,CES201911,2049,paperclip,haar vastzetten,haar vastzetten,pin hair down,3,5
28019,CES201911,2178,paperclip,haar vastzetten,haar vastzetten,pin hair down,3,5
31208,CES201911,2318,paperclip,haar mee vastzetten,haar vastzetten,pin hair down,3,5
31570,CES201911,2328,paperclip,haar mee vastzetten,haar vastzetten,pin hair down,3,5
25752,CES201911,2071,paperclip,haar verzielsel,haar versiersel,hair decoration,3,5
24595,CES201911,2020,paperclip,als haarclip gebruiken,haarclip,hair clip,3,5
25428,CES201911,2061,paperclip,haarclip,haarclip,hair clip,3,5
28161,CES201911,2182,paperclip,haarclip,haarclip,hair clip,3,5
29107,CES201911,2221,paperclip,haarclip,haarclip,hair clip,3,5
29453,CES201911,2240,paperclip,als haarclip gebruiken,haarclip,hair clip,3,5
29810,CES201911,2261,paperclip,haarclip,haarclip,hair clip,3,5
30420,CES201911,2280,paperclip,haarclip,haarclip,hair clip,3,5
30498,CES201911,2286,paperclip,haarclip,haarclip,hair clip,3,5
24852,CES201911,2026,paperclip,als haarclip dragen,haarclip dragen,wear hair clip,3,5
29272,CES201911,2226,paperclip,als haarclip/bobbypin gebruiken,haarclip/bobbypin,hair clip/bobby pin,3,5
28320,CES201911,2188,paperclip,haarclipje,haarclipje,hair clip,3,5
28949,CES201911,2208,paperclip,haarclipje maken,haarclipje,hair clip,3,5
29983,CES201911,2267,paperclip,haarclipje,haarclipje,hair clip,3,5
30150,CES201911,2271,paperclip,haarclipje,haarclipje,hair clip,3,5
32322,CES201911,2365,paperclip,gebruiken als haarclipje,haarclipje,hair clip,3,5
28547,CES201911,2192,paperclip,haarclipje bedoel ik,haarclipje bedoel,hair clip mean,3,5
27986,CES201911,2177,paperclip,haarelastiek,haarelastiek,hair elastic,3,5
28927,CES201911,2207,paperclip,als haarelastiekje,haarelastiekje,hair rubber band,3,5
30764,CES201911,2299,paperclip,als haarklip,haarklip,hair clip,3,5
29228,CES201911,2224,paperclip,haarklipje,haarklipje,hair clip,3,5
32251,CES201911,2360,paperclip,haarklipje,haarklipje,hair clip,3,5
30816,CES201911,2302,paperclip,haarpin,haarpin,hairpin,3,5
31977,CES201911,2349,paperclip,haarschuif,haarschuif,hair slider,3,5
23900,CES201911,1998,paperclip,haarspeld,haarspeld,Bobby pin,3,5
24432,CES201911,2015,paperclip,haarspeld,haarspeld,Bobby pin,3,5
24597,CES201911,2021,paperclip,haarspeld,haarspeld,Bobby pin,3,5
26802,CES201911,2127,paperclip,haarspeld,haarspeld,Bobby pin,3,5
27748,CES201911,2171,paperclip,haarspeld,haarspeld,Bobby pin,3,5
28546,CES201911,2192,paperclip,haarspeld,haarspeld,Bobby pin,3,5
29039,CES201911,2215,paperclip,haarspeld,haarspeld,Bobby pin,3,5
30495,CES201911,2286,paperclip,haarspeld,haarspeld,Bobby pin,3,5
30555,CES201911,2288,paperclip,haarspeld van maken,haarspeld,Bobby pin,3,5
30616,CES201911,2293,paperclip,als haarspeld gebruiken,haarspeld,Bobby pin,3,5
30844,CES201911,2307,paperclip,als haarspeld,haarspeld,Bobby pin,3,5
31793,CES201911,2331,paperclip,als haarspeld gebruiken,haarspeld,Bobby pin,3,5
32235,CES201911,2362,paperclip,haarspeld,haarspeld,Bobby pin,3,5
32388,CES201911,2368,paperclip,als haarspeld,haarspeld,Bobby pin,3,5
32416,CES201911,2370,paperclip,haarspeld,haarspeld,Bobby pin,3,5
32432,CES201911,2371,paperclip,haarspeld,haarspeld,Bobby pin,3,5
32600,CES201911,2380,paperclip,haarspeld,haarspeld,Bobby pin,3,5
25760,CES201911,2073,paperclip,haarspeldje,haarspeldje,hairclip,3,5
28775,CES201911,2200,paperclip,als haarspeldje,haarspeldje,hairclip,3,5
28970,CES201911,2210,paperclip,als haarspeldje gebruiken,haarspeldje,hairclip,3,5
29633,CES201911,2250,paperclip,haarspeldje,haarspeldje,hairclip,3,5
32090,CES201911,2355,paperclip,als haarspeltje gebruiken,haarspeldje,hairclip,3,5
31610,CES201911,2329,paperclip,gebruiken om de haartjes bij je wenkbrauw allemaal precies op de goede plaats te krijgen,haartjes wenkbrauw allemaal precies goede plaats krijgen,all eyebrow hairs are placed in exactly right place,4,4
28808,CES201911,2203,paperclip,hairclip,hairclip,hair clip,3,5
29119,CES201911,2219,paperclip,halsband,halsband,collar,3,3
27868,CES201911,2173,paperclip,handboeien openen,handboeien openen,open handcuffs,3,3
30003,CES201911,2266,paperclip,handoek haakje,handdoek haakje,towel hook,3,4
29042,CES201911,2215,paperclip,handelen,handelen,trade,0,0
30508,CES201911,2286,paperclip,handig,handig,useful,0,0
29737,CES201911,2259,paperclip,handvat maken voor je waterflesje,handvat waterflesje,water bottle handle,3,3
32247,CES201911,2360,paperclip,iets op hangen (kaartjes),hangen,hang,3,4
26958,CES201911,2132,paperclip,om iets op te hangen aan een lijntje,hangen lijntje,hanging line,3,4
26076,CES201911,2087,paperclip,hanger aan keting,hanger ketting,pendant necklace,4,4
29218,CES201911,2222,paperclip,om hangers aan hangers te hangen in je kleding kast,hangers hangers hangen kleding kast,hangers hangers hang clothes closet,3,4
30419,CES201911,2280,paperclip,hangertje,hangertje,pendant,3,4
26050,CES201911,2088,paperclip,als hangertje aan een ketting,hangertje ketting,pendant necklace,3,4
32318,CES201911,2365,paperclip,gebruiken als hangertje aan ketting,hangertje ketting,pendant necklace,3,4
31429,CES201911,2323,paperclip,hartje van maken als decoratie,hartje decoratie,heart decoration,3,3
24098,CES201911,2002,paperclip,hartjes van maken ,hartjes,hearts,3,3
30683.2,CES201911,2295,paperclip, als je er veel hebt,hebt,have,0,0
30684.2,CES201911,2295,paperclip, als er maar veel hebt,hebt,have,0,0
30685.2,CES201911,2295,paperclip, als je er veel hebt en neerlegd,hebt neerlegt,have put down,0,0
30681,CES201911,2295,paperclip,als je er heel heel veel hebt en heel groot een soort touw/draad/ketting,heel heel hebt heel groot soort touw draad ketting,very very very big kind of rope wire chain,3,3
31984,CES201911,2349,paperclip,hefboomple,hefboompje,lever,3,3
31985,CES201911,2349,paperclip,hefboompje,hefboompje,lever,3,3
23890,CES201911,1997,paperclip,HEKJE,hekje,pound sign,3,2
30677.1,CES201911,2295,paperclip,een hele grote paperclip,hele grote paperclip,very large paper clip,2,2
25206,CES201911,2049,paperclip,helpen bij reigen ketting,helpen rijgen ketting,help stringing necklace,3,3
31070,CES201911,2313,paperclip,holding paper money together,holding paper money together,holding paper money together,1,4
30938,CES201911,2310,paperclip,holletje maken in de grond,holletje grond,hole in ground,2,4
24101,CES201911,2002,paperclip,een hoofddeksel maken van meer paperclips,hoofddeksel paperclips,headgear paper clips,2,3
27750,CES201911,2171,paperclip,om je hoofddoek vast te zetten,hoofddoek vast zetten,secure headscarf,2,5
28779,CES201911,2201,paperclip,hoofdkrabber,hoofdkrabber,head scratcher,3,4
29037,CES201911,2242,paperclip,horloge repareren,horloge repareren,repair watch,2,3
24431,CES201911,2015,paperclip,huid snijden,huid snijden,cutting skin,2,4
30502,CES201911,2286,paperclip,huiswerk,huiswerk,Homework,1,1
31061,CES201911,2313,paperclip,hurting someone,hurting someone,hurting someone,2,5
31062,CES201911,2313,paperclip,hurting yourself,hurting yourself,hurting yourself,2,5
27753,CES201911,2171,paperclip,als ijzer,ijzer,iron,1,4
29100,CES201911,2221,paperclip,het ijzerdaad gebruiken voor iets anders,ijzerdaad anders,iron wire different,1,4
28158,CES201911,2182,paperclip,als ijzerdraad,ijzerdraad,iron wire,1,4
29224,CES201911,2223,paperclip,ijzerdraad,ijzerdraad,iron wire,1,4
30153,CES201911,2271,paperclip,als ijzerdraad gebruiken,ijzerdraad,iron wire,1,4
28652,CES201911,2197,paperclip,een ijzerdraag poppetje maken,ijzerdraad poppetje,iron wire doll,1,4
27754,CES201911,2171,paperclip,als ijzerdraad stukje,ijzerdraad stukje,piece of iron wire,1,4
27668,CES201911,2167,paperclip,ijzerdraadje,ijzerdraadje,iron wire,1,4
26116,CES201911,2093,paperclip,important,important,important,0,0
30489.3,CES201911,2287,paperclip, inbreek dingetje,inbreek dingetje,burglary thingy,3,3
24079,CES201911,2001,paperclip,inbreken,inbreken,break in,3,3
27891,CES201911,2174,paperclip,inbreken,inbreken,break in,3,3
28216,CES201911,2186,paperclip,inbreken,inbreken,break in,3,3
28301,CES201911,2187,paperclip,inbreken ,inbreken,break in,3,3
28807,CES201911,2203,paperclip,inbreken,inbreken,break in,3,3
28894,CES201911,2206,paperclip,inbreken,inbreken,break in,3,3
29982,CES201911,2267,paperclip,inbreken,inbreken,break in,3,3
31353,CES201911,2321,paperclip,indrukken van kleine knopjes,indrukken kleine knopjes,pressing small buttons,3,4
28677,CES201911,2198,paperclip,inklip,inklip,clip,3,4
23902,CES201911,1998,paperclip,instrument,instrument,instrument,3,3
29315,CES201911,2228,paperclip,je iphone kaartje ermee uit krijgen,iphone kaartje krijgen,get iphone card,3,4
29682,CES201911,2255,paperclip,iphone mee openen ,iphone openen,open iphone,3,4
29086,CES201911,2217,paperclip,een iphone openen om de chipkaart eruit te halen,iphone openen chipkaart eruit halen,"Open iPhone, remove chip card",3,4
29635,CES201911,2250,paperclip,je kan je iphone ermee openmaken,iphone openmaken,open iphone,3,4
26828,CES201911,2129,paperclip,iphone oplader ingang schoonmaken,iphone oplader ingang schoonmaken,Clean iPhone charger input,3,4
26999,CES201911,2134,paperclip,iphone simkaart ding opener,iphone simkaart ding opener,iphone sim card thing opener,3,4
28891,CES201911,2206,paperclip,iphone simkaart eruit halen,iphone simkaart eruit halen,Remove iPhone SIM card,3,4
31633,CES201911,2332,paperclip,een iphone simkaart opener,iphone simkaart opener,iphone sim card opener,3,4
28321,CES201911,2188,paperclip,iphone simkaart openmaken,iphone simkaart openmaken,Open iPhone SIM card,3,4
32466,CES201911,2373,paperclip,voor als je in een iphone aan de zijkant moet prikken om je simkaart er in te doen,iphone zijkant prikken simkaart,iPhone side insert SIM card,3,4
28893,CES201911,2206,paperclip,jas dichtmaken met behulp van paperclip ,jas dichtmaken behulp paperclip,Close jacket using paper clip,3,4
27889,CES201911,2174,paperclip,jezelf bekrassen,jezelf bekrassen,scratch yourself,2,4
29911,CES201911,2263,paperclip,jezelf pijn doen,jezelf pijn,hurt yourself,2,5
31146,CES201911,2316,paperclip,jezelf ver in je neus kriebelen,jezelf ver neus kriebelen,tickle your nose,3,5
31318,CES201911,2320,paperclip,om je jurk decollete mee vast te maken,jurk decollet  vast,dress cleavage fixed,3,4
24102,CES201911,2002,paperclip,een jurk maken van meer paperclips,jurk paperclips,dress paper clips,3,4
29606,CES201911,2246,paperclip,Jurkje/shirt vastmaken ,jurkje shirt vastmaken,fasten dress shirt,3,4
31328,CES201911,2320,paperclip,Om een kaartje aan een cadeautje vast te maken,kaartje cadeautje vast,card gift,3,4
25151,CES201911,2046,paperclip,kabels bij elkaar houden,kabels elkaar houden,keep cables together,3,4
28975,CES201911,2210,paperclip,kabels bij elkaar houden,kabels elkaar houden,keep cables together,3,4
23897,CES201911,1998,paperclip,kam,kam,comb,3,3
31326,CES201911,2320,paperclip,Als kam gebruiken,kam,comb,4,3
32091,CES201911,2355,paperclip,in je kamer gebruiken om iets op te hangen,kamer hangen,hanging in room,2,4
30499,CES201911,2286,paperclip,kantoor,kantoor,office,0,0
24562,CES201911,2020,paperclip,kapotmaken,kapotmaken,destroy,1,5
30418,CES201911,2280,paperclip,katapult,katapult,catapult,4,3
32405,CES201911,2370,paperclip,katapult,katapult,catapult,4,3
25750,CES201911,2071,paperclip,ken,ken,know,0,0
28613,CES201911,2194,paperclip,om een kerstbal mee in een boom te hangen,kerstbal boom hangen,Christmas ball hanging on tree,3,4
29989,CES201911,2267,paperclip,kerstbal hanger,kerstbal hanger,christmas ball pendant,3,4
25203,CES201911,2049,paperclip,kerstballen,kerstballen,Christmas baubles,3,4
25204,CES201911,2049,paperclip,kerstballen in boom vastzetten,kerstballen boom vastzetten,securing Christmas baubles to tree,3,4
26997,CES201911,2134,paperclip,kerstballen hanger ,kerstballen hanger,Christmas ball pendant,3,4
24435,CES201911,2015,paperclip,ketting maken,ketting,chain,3,4
25153,CES201911,2046,paperclip,ketting,ketting,chain,3,4
25425,CES201911,2061,paperclip,ketting maken,ketting,chain,3,4
25478,CES201911,2065,paperclip,ketting,ketting,chain,3,4
25753,CES201911,2071,paperclip,ketting,ketting,chain,3,4
26375,CES201911,2103,paperclip,ketting mee maken,ketting,chain,3,4
26527,CES201911,2111,paperclip,Ketting,ketting,chain,3,4
26959,CES201911,2132,paperclip,ketting van maken,ketting,chain,3,4
27445,CES201911,2156,paperclip,ketting,ketting,chain,3,4
28163,CES201911,2182,paperclip,ketting,ketting,chain,3,4
28222,CES201911,2186,paperclip,ketting maken,ketting,chain,3,4
28329,CES201911,2188,paperclip,ketting,ketting,chain,3,4
28785,CES201911,2201,paperclip,ketting,ketting,chain,3,4
28889,CES201911,2206,paperclip,als ketting ,ketting,chain,3,4
28960,CES201911,2209,paperclip,ketting maken,ketting,chain,3,4
29005,CES201911,2212,paperclip,een ketting maken,ketting,chain,3,4
29062,CES201911,2216,paperclip,ketting van maken,ketting,chain,3,4
29103,CES201911,2221,paperclip,ketting maken,ketting,chain,3,4
29110,CES201911,2219,paperclip,ketting,ketting,chain,3,4
29978,CES201911,2267,paperclip,ketting,ketting,chain,3,4
30384,CES201911,2278,paperclip,ketting,ketting,chain,3,4
30459,CES201911,2284,paperclip,ketting,ketting,chain,3,4
30648,CES201911,2294,paperclip,ketting maken,ketting,chain,3,4
31191,CES201911,2317,paperclip,ketting,ketting,chain,3,4
31358,CES201911,2321,paperclip,ketting,ketting,chain,3,4
31425,CES201911,2323,paperclip,ketting,ketting,chain,3,4
31571,CES201911,2328,paperclip,ketting van maken,ketting,chain,3,4
31605,CES201911,2329,paperclip,een ketting van maken,ketting,chain,3,4
31971,CES201911,2349,paperclip,ketting,ketting,chain,3,4
32048,CES201911,2353,paperclip,ketting mee maken,ketting,chain,3,4
29455,CES201911,2240,paperclip,aan een ketting of armband,ketting armband,chain bracelet,3,4
30934,CES201911,2310,paperclip,ketting bedeltje,ketting bedeltje,chain charm,3,4
32260,CES201911,2360,paperclip,ketting dicht doen,ketting dicht,chain closed,3,4
30680,CES201911,2295,paperclip,een ketting als je er veel ehbt,ketting hebt,have chain,3,4
25205,CES201911,2049,paperclip,ketting maken voor kinderen,ketting kinderen,chain children,3,4
28211,CES201911,2185,paperclip,Ketting van meerdere maken,ketting meerdere,chain multiple,3,4
28606,CES201911,2194,paperclip,ketting maken van meerdere aan elkaar,ketting meerdere elkaar,chain several together,3,4
32241,CES201911,2362,paperclip,ketting maken van meerdere aan elkar,ketting meerdere elkaar,chain several together,3,4
31890,CES201911,2345,paperclip,als ketting om je nek,ketting nek,chain neck,3,4
24100,CES201911,2002,paperclip,een ketting maken van meer paperclips,ketting paperclips,chain paperclips,3,4
28618,CES201911,2195,paperclip,ketting van paperclips aan elkaar vast,ketting paperclips elkaar vast,chain paperclips together,3,4
30435,CES201911,2281,paperclip,kettingen maken ,kettingen,Chains,3,4
32361,CES201911,2367,paperclip,kettingen maken,kettingen,Chains,3,4
28884,CES201911,2205,paperclip,Keukengerei,keukengerei,kitchenware,4,4
25485,CES201911,2065,paperclip,kleding,kleding,clothing,3,0
29346,CES201911,2230,paperclip,kleding maken,kleding,clothing,3,0
27140,CES201911,2138,paperclip,kleding accesoires,kleding accessoires,clothing accessories,3,4
26996,CES201911,2134,paperclip,kleding zonder bandje eraan vast te zetten ,kleding bandje eraan vast zetten,attach clothing strap to it,3,4
29741,CES201911,2259,paperclip,kleding bevestigen,kleding bevestigen,attach clothing,3,4
32095,CES201911,2355,paperclip,iets aan kleding mee bevestigen,kleding bevestigen,attach clothing,3,4
27171,CES201911,2142,paperclip,kleding bij elkaar houden,kleding elkaar houden,clothes hold together,3,4
28621,CES201911,2195,paperclip,kleding bij elkaar houden,kleding elkaar houden,clothes hold together,3,4
28657,CES201911,2197,paperclip,kleding bij elkaar houden,kleding elkaar houden,clothes hold together,3,4
31902,CES201911,2346,paperclip,kleding bij elkaar houden,kleding elkaar houden,clothes hold together,3,4
27749,CES201911,2171,paperclip,om je kleding aan elkaar vast te maken,kleding elkaar vast,clothes together,3,4
30837,CES201911,2303,paperclip,om kleding in te nemen,kleding nemen,take clothes,3,4
29234,CES201911,2224,paperclip,kleding ophangen,kleding ophangen,hang up clothes,3,4
32051,CES201911,2353,paperclip,om kleding tijdelijk mee bij elkaar te houden,kleding tijdelijk elkaar houden,temporarily hold clothes together,3,4
28207,CES201911,2185,paperclip,Aan de kleding vastmaken,kleding vastmaken,fasten clothes,3,4
25198,CES201911,2049,paperclip,kleding vastzetten,kleding vastzetten,securing clothing,3,4
26943,CES201911,2130,paperclip,kleding mee vastzetten,kleding vastzetten,securing clothing,3,4
30152,CES201911,2271,paperclip,kleding vermaken,kleding vermaken,mending clothes,3,4
31569,CES201911,2328,paperclip,kleding mee verstellen,kleding verstellen,mending clothes,3,4
24995,CES201911,2034,paperclip,in kleding verwerken,kleding verwerken,processing clothes,3,4
